name,MOTU_1_LS_afcon_L286,MOTU_1_LS_afcon_L291,MOTU_1_LS_afcon_L292,MOTU_1_LS_afcon_L820,MOTU_2_LS_afmuy_L907,MOTU_3_LS_afrei_L773,MOTU_3_LS_afrei_L777,MOTU_3_LS_afrei_L778,MOTU_3_LS_afrei_L779,MOTU_4_LS_aftri_L179,MOTU_4_LS_aftri_L180,MOTU_4_LS_aftri_L182,MOTU_5_LS_brn_L930,MOTU_5_LS_brn_L931,MOTU_5_LS_brn_L932,MOTU_6_LS_con_L210,MOTU_6_LS_con_L211,MOTU_7_LS_elo_L1041,MOTU_7_LS_elo_L1046,MOTU_7_LS_elo_L1047,MOTU_7_LS_elo_L287,MOTU_7_LS_elo_L300,MOTU_7_LS_elo_L305,MOTU_7_LS_elo_L307,MOTU_7_LS_elo_L308,MOTU_7_LS_elo_L309,MOTU_8_LS_gar_L293,MOTU_8_LS_gar_L294,MOTU_8_LS_gar_L295,MOTU_8_LS_gar_L296,MOTU_8_LS_gar_L298,MOTU_9_LS_macR_B061,MOTU_9_LS_macR_B086,MOTU_9_LS_macR_B087,MOTU_9_LS_macR_B088,MOTU_9_LS_macR_B089,MOTU_10_LS_mac_B082,MOTU_10_LS_mac_L083,MOTU_10_LS_mac_L085,MOTU_10_LS_mac_L178,MOTU_10_LS_mac_L212,MOTU_10_LS_mac_L225,MOTU_10_LS_mac_L290,MOTU_10_LS_mac_L890,MOTU_10_LS_mac_L891,MOTU_11_LS_muy_L913,MOTU_11_LS_muy_L914,MOTU_11_LS_muy_L915,MOTU_12_LS_obt_B074,MOTU_12_LS_obt_B075,MOTU_12_LS_obt_B077,MOTU_12_LS_obt_B100,MOTU_12_LS_obt_B101,MOTU_12_LS_obt_B102,MOTU_12_LS_obt_B103,MOTU_12_LS_obt_L004,MOTU_12_LS_obt_L007,MOTU_12_LS_obt_L008,MOTU_12_LS_obt_L009,MOTU_12_LS_obt_L013,MOTU_12_LS_obt_L016,MOTU_12_LS_obt_L282,MOTU_12_LS_obt_L283,MOTU_12_LS_obt_L547,MOTU_12_LS_obt_L548,MOTU_13_LS_piv2_B140,MOTU_13_LS_piv2_B141,MOTU_13_LS_piv2_B142,MOTU_13_LS_piv2_B144,MOTU_14_LS_piv_B060,MOTU_14_LS_piv_B076,MOTU_14_LS_piv_B078,MOTU_14_LS_piv_B093,MOTU_14_LS_piv_B094,MOTU_14_LS_piv_B095,MOTU_14_LS_piv_B096,MOTU_14_LS_piv_B097,MOTU_14_LS_piv_B098,MOTU_14_LS_piv_B099,MOTU_14_LS_piv_L002,MOTU_14_LS_piv_L003,MOTU_14_LS_piv_L005,MOTU_14_LS_piv_L006,MOTU_14_LS_piv_L010,MOTU_14_LS_piv_L011,MOTU_14_LS_piv_L014,MOTU_14_LS_piv_L284,MOTU_14_LS_piv_L371,MOTU_15_LS_rei_B072,MOTU_15_LS_rei_B073,MOTU_15_LS_rei_L338,MOTU_15_LS_rei_L339,MOTU_15_LS_rei_L341,MOTU_15_LS_rei_L342,MOTU_15_LS_rei_L343,MOTU_15_LS_rei_L353,MOTU_15_LS_rei_L355,MOTU_16_LS_sil_L084,MOTU_17_LS_sp08_B031,MOTU_17_LS_sp08_B070,MOTU_17_LS_sp08_B071,MOTU_17_LS_sp08_B090,MOTU_17_LS_sp08_L253,MOTU_17_LS_sp08_L266,MOTU_17_LS_sp08_L267,MOTU_17_LS_sp08_L268,MOTU_17_LS_sp08_L269,MOTU_17_LS_sp08_L314,MOTU_17_LS_sp08_L315,MOTU_17_LS_sp08_L316,MOTU_17_LS_sp08_L320,MOTU_18_LS_tri_L519,MOTU_18_LS_tri_L618,MOTU_18_LS_tri_L621,MOTU_18_LS_tri_L690,MOTU_18_LS_tri_L955
MOTU_8_LS_gar_L298,8.63101,8.63101,8.63101,8.63101,13.46391,9.02472,9.02472,9.02472,9.02472,15.09205,15.09205,15.09205,8.46152,8.46152,8.46152,8.24039,8.24039,8.47534,8.47534,8.47534,8.67219,8.47534,8.47534,8.47534,8.47534,8.47534,0.0,0.0,0.0,0.0,0.0,12.73615,12.73615,12.73615,12.73615,12.73615,13.2304,13.2304,13.2304,13.2304,13.2304,13.2304,13.2304,13.2304,13.2304,13.38591,13.38591,13.38591,7.8894,7.8894,7.8894,8.07089,8.25287,8.25287,8.25287,7.8894,7.8894,8.08395,7.8894,7.8894,7.8894,7.8894,7.8894,7.8894,7.8894,8.64426,8.44818,8.44818,8.44818,7.6833,7.6833,7.6833,7.6833,7.6833,7.6833,7.86452,7.86452,7.86452,7.86452,7.6833,7.6833,7.6833,7.6833,7.6833,7.6833,7.6833,7.6833,7.6833,9.02472,9.02472,9.02472,9.02472,9.02472,9.02472,9.02472,9.02472,9.02472,10.25812,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,8.09748,13.1923,13.1923,13.1923,13.1923,13.1923
MOTU_9_LS_macR_B061,9.93703,9.93703,9.93703,9.93703,9.77766,9.91244,9.91244,9.91244,9.91244,8.97349,8.97349,8.97349,13.15632,13.15632,13.15632,11.14676,11.14676,11.92137,11.92137,11.92137,12.12798,11.92137,11.92137,11.92137,11.92137,11.92137,12.73615,12.73615,12.73615,12.73615,12.73615,0.0,0.33417,0.33417,0.33417,0.33417,1.85854,1.85854,1.85854,1.85854,1.85854,1.85854,1.85854,1.85854,1.85854,15.11394,15.11394,15.11394,12.75299,12.75299,12.75299,12.9458,12.92905,13.13913,12.92905,12.75299,12.75299,12.96307,12.75299,12.75299,12.75299,12.75299,12.75299,12.75299,12.75299,11.74654,11.74654,11.74654,11.74654,11.52548,11.52548,11.52548,11.52548,11.52548,11.52548,11.71561,11.71561,11.71561,11.71561,11.52548,11.52548,11.52548,11.52548,11.52548,11.52548,11.52548,11.52548,11.52548,9.91244,9.91244,9.91244,9.91244,9.91244,9.91244,9.91244,9.91244,9.91244,12.11244,11.937,11.937,11.937,11.937,11.937,11.937,11.937,11.937,11.937,11.937,11.937,11.937,11.937,6.33176,6.33176,6.33176,6.33176,6.33176
MOTU_9_LS_macR_B086,9.93703,9.93703,9.93703,9.93703,9.77766,9.91244,9.91244,9.91244,9.91244,8.97349,8.97349,8.97349,13.15632,13.15632,13.15632,11.14676,11.14676,11.92137,11.92137,11.92137,12.12798,11.92137,11.92137,11.92137,11.92137,11.92137,12.73615,12.73615,12.73615,12.73615,12.73615,0.33417,0.0,0.0,0.0,0.0,1.85854,1.85854,1.85854,1.85854,1.85854,1.85854,1.85854,1.85854,1.85854,15.11394,15.11394,15.11394,12.75299,12.75299,12.75299,12.56071,12.54379,12.75299,12.54379,12.75299,12.75299,12.96307,12.75299,12.75299,12.75299,12.75299,12.75299,12.75299,12.75299,12.12798,12.12798,12.12798,12.12798,11.90626,11.90626,11.90626,11.90626,11.90626,11.90626,12.09743,12.09743,12.09743,12.09743,11.90626,11.90626,11.90626,11.90626,11.90626,11.90626,11.90626,11.90626,11.90626,9.91244,9.91244,9.91244,9.91244,9.91244,9.91244,9.91244,9.91244,9.91244,12.11244,11.937,11.937,11.937,11.937,11.937,11.937,11.937,11.937,11.937,11.937,11.937,11.937,11.937,6.33176,6.33176,6.33176,6.33176,6.33176
MOTU_9_LS_macR_B087,9.93703,9.93703,9.93703,9.93703,9.77766,9.91244,9.91244,9.91244,9.91244,8.97349,8.97349,8.97349,13.15632,13.15632,13.15632,11.14676,11.14676,11.92137,11.92137,11.92137,12.12798,11.92137,11.92137,11.92137,11.92137,11.92137,12.73615,12.73615,12.73615,12.73615,12.73615,0.33417,0.0,0.0,0.0,0.0,1.85854,1.85854,1.85854,1.85854,1.85854,1.85854,1.85854,1.85854,1.85854,15.11394,15.11394,15.11394,12.75299,12.75299,12.75299,12.56071,12.54379,12.75299,12.54379,12.75299,12.75299,12.96307,12.75299,12.75299,12.75299,12.75299,12.75299,12.75299,12.75299,12.12798,12.12798,12.12798,12.12798,11.90626,11.90626,11.90626,11.90626,11.90626,11.90626,12.09743,12.09743,12.09743,12.09743,11.90626,11.90626,11.90626,11.90626,11.90626,11.90626,11.90626,11.90626,11.90626,9.91244,9.91244,9.91244,9.91244,9.91244,9.91244,9.91244,9.91244,9.91244,12.11244,11.937,11.937,11.937,11.937,11.937,11.937,11.937,11.937,11.937,11.937,11.937,11.937,11.937,6.33176,6.33176,6.33176,6.33176,6.33176
MOTU_9_LS_macR_B088,9.93703,9.93703,9.93703,9.93703,9.77766,9.91244,9.91244,9.91244,9.91244,8.97349,8.97349,8.97349,13.15632,13.15632,13.15632,11.14676,11.14676,11.92137,11.92137,11.92137,12.12798,11.92137,11.92137,11.92137,11.92137,11.92137,12.73615,12.73615,12.73615,12.73615,12.73615,0.33417,0.0,0.0,0.0,0.0,1.85854,1.85854,1.85854,1.85854,1.85854,1.85854,1.85854,1.85854,1.85854,15.11394,15.11394,15.11394,12.75299,12.75299,12.75299,12.56071,12.54379,12.75299,12.54379,12.75299,12.75299,12.96307,12.75299,12.75299,12.75299,12.75299,12.75299,12.75299,12.75299,12.12798,12.12798,12.12798,12.12798,11.90626,11.90626,11.90626,11.90626,11.90626,11.90626,12.09743,12.09743,12.09743,12.09743,11.90626,11.90626,11.90626,11.90626,11.90626,11.90626,11.90626,11.90626,11.90626,9.91244,9.91244,9.91244,9.91244,9.91244,9.91244,9.91244,9.91244,9.91244,12.11244,11.937,11.937,11.937,11.937,11.937,11.937,11.937,11.937,11.937,11.937,11.937,11.937,11.937,6.33176,6.33176,6.33176,6.33176,6.33176
MOTU_9_LS_macR_B089,9.93703,9.93703,9.93703,9.93703,9.77766,9.91244,9.91244,9.91244,9.91244,8.97349,8.97349,8.97349,13.15632,13.15632,13.15632,11.14676,11.14676,11.92137,11.92137,11.92137,12.12798,11.92137,11.92137,11.92137,11.92137,11.92137,12.73615,12.73615,12.73615,12.73615,12.73615,0.33417,0.0,0.0,0.0,0.0,1.85854,1.85854,1.85854,1.85854,1.85854,1.85854,1.85854,1.85854,1.85854,15.11394,15.11394,15.11394,12.75299,12.75299,12.75299,12.56071,12.54379,12.75299,12.54379,12.75299,12.75299,12.96307,12.75299,12.75299,12.75299,12.75299,12.75299,12.75299,12.75299,12.12798,12.12798,12.12798,12.12798,11.90626,11.90626,11.90626,11.90626,11.90626,11.90626,12.09743,12.09743,12.09743,12.09743,11.90626,11.90626,11.90626,11.90626,11.90626,11.90626,11.90626,11.90626,11.90626,9.91244,9.91244,9.91244,9.91244,9.91244,9.91244,9.91244,9.91244,9.91244,12.11244,11.937,11.937,11.937,11.937,11.937,11.937,11.937,11.937,11.937,11.937,11.937,11.937,11.937,6.33176,6.33176,6.33176,6.33176,6.33176
MOTU_10_LS_mac_B082,10.1934,10.1934,10.1934,10.1934,8.05832,10.16402,10.16402,10.16402,10.16402,7.08649,7.08649,7.08649,13.44362,13.44362,13.44362,11.21177,11.21177,12.40455,12.40455,12.40455,12.61464,12.40455,12.40455,12.40455,12.40455,12.40455,13.2304,13.2304,13.2304,13.2304,13.2304,1.85854,1.85854,1.85854,1.85854,1.85854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.15938,15.15938,15.15938,13.25024,13.25024,13.25024,13.44362,13.42385,13.63753,13.42385,13.25024,13.25024,13.46391,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,12.78825,12.78825,12.78825,12.78825,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.57816,12.57816,12.57816,12.57816,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,12.59614,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,4.51779,4.51779,4.51779,4.51779,4.51779
MOTU_10_LS_mac_L083,10.1934,10.1934,10.1934,10.1934,8.05832,10.16402,10.16402,10.16402,10.16402,7.08649,7.08649,7.08649,13.44362,13.44362,13.44362,11.21177,11.21177,12.40455,12.40455,12.40455,12.61464,12.40455,12.40455,12.40455,12.40455,12.40455,13.2304,13.2304,13.2304,13.2304,13.2304,1.85854,1.85854,1.85854,1.85854,1.85854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.15938,15.15938,15.15938,13.25024,13.25024,13.25024,13.44362,13.42385,13.63753,13.42385,13.25024,13.25024,13.46391,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,12.78825,12.78825,12.78825,12.78825,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.57816,12.57816,12.57816,12.57816,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,12.59614,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,4.51779,4.51779,4.51779,4.51779,4.51779
MOTU_10_LS_mac_L085,10.1934,10.1934,10.1934,10.1934,8.05832,10.16402,10.16402,10.16402,10.16402,7.08649,7.08649,7.08649,13.44362,13.44362,13.44362,11.21177,11.21177,12.40455,12.40455,12.40455,12.61464,12.40455,12.40455,12.40455,12.40455,12.40455,13.2304,13.2304,13.2304,13.2304,13.2304,1.85854,1.85854,1.85854,1.85854,1.85854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.15938,15.15938,15.15938,13.25024,13.25024,13.25024,13.44362,13.42385,13.63753,13.42385,13.25024,13.25024,13.46391,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,12.78825,12.78825,12.78825,12.78825,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.57816,12.57816,12.57816,12.57816,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,12.59614,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,4.51779,4.51779,4.51779,4.51779,4.51779
MOTU_10_LS_mac_L178,10.1934,10.1934,10.1934,10.1934,8.05832,10.16402,10.16402,10.16402,10.16402,7.08649,7.08649,7.08649,13.44362,13.44362,13.44362,11.21177,11.21177,12.40455,12.40455,12.40455,12.61464,12.40455,12.40455,12.40455,12.40455,12.40455,13.2304,13.2304,13.2304,13.2304,13.2304,1.85854,1.85854,1.85854,1.85854,1.85854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.15938,15.15938,15.15938,13.25024,13.25024,13.25024,13.44362,13.42385,13.63753,13.42385,13.25024,13.25024,13.46391,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,12.78825,12.78825,12.78825,12.78825,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.57816,12.57816,12.57816,12.57816,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,12.59614,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,4.51779,4.51779,4.51779,4.51779,4.51779
MOTU_10_LS_mac_L212,10.1934,10.1934,10.1934,10.1934,8.05832,10.16402,10.16402,10.16402,10.16402,7.08649,7.08649,7.08649,13.44362,13.44362,13.44362,11.21177,11.21177,12.40455,12.40455,12.40455,12.61464,12.40455,12.40455,12.40455,12.40455,12.40455,13.2304,13.2304,13.2304,13.2304,13.2304,1.85854,1.85854,1.85854,1.85854,1.85854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.15938,15.15938,15.15938,13.25024,13.25024,13.25024,13.44362,13.42385,13.63753,13.42385,13.25024,13.25024,13.46391,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,12.78825,12.78825,12.78825,12.78825,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.57816,12.57816,12.57816,12.57816,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,12.59614,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,4.51779,4.51779,4.51779,4.51779,4.51779
MOTU_10_LS_mac_L225,10.1934,10.1934,10.1934,10.1934,8.05832,10.16402,10.16402,10.16402,10.16402,7.08649,7.08649,7.08649,13.44362,13.44362,13.44362,11.21177,11.21177,12.40455,12.40455,12.40455,12.61464,12.40455,12.40455,12.40455,12.40455,12.40455,13.2304,13.2304,13.2304,13.2304,13.2304,1.85854,1.85854,1.85854,1.85854,1.85854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.15938,15.15938,15.15938,13.25024,13.25024,13.25024,13.44362,13.42385,13.63753,13.42385,13.25024,13.25024,13.46391,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,12.78825,12.78825,12.78825,12.78825,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.57816,12.57816,12.57816,12.57816,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,12.59614,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,4.51779,4.51779,4.51779,4.51779,4.51779
MOTU_10_LS_mac_L290,10.1934,10.1934,10.1934,10.1934,8.05832,10.16402,10.16402,10.16402,10.16402,7.08649,7.08649,7.08649,13.44362,13.44362,13.44362,11.21177,11.21177,12.40455,12.40455,12.40455,12.61464,12.40455,12.40455,12.40455,12.40455,12.40455,13.2304,13.2304,13.2304,13.2304,13.2304,1.85854,1.85854,1.85854,1.85854,1.85854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.15938,15.15938,15.15938,13.25024,13.25024,13.25024,13.44362,13.42385,13.63753,13.42385,13.25024,13.25024,13.46391,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,12.78825,12.78825,12.78825,12.78825,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.57816,12.57816,12.57816,12.57816,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,12.59614,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,4.51779,4.51779,4.51779,4.51779,4.51779
MOTU_10_LS_mac_L890,10.1934,10.1934,10.1934,10.1934,8.05832,10.16402,10.16402,10.16402,10.16402,7.08649,7.08649,7.08649,13.44362,13.44362,13.44362,11.21177,11.21177,12.40455,12.40455,12.40455,12.61464,12.40455,12.40455,12.40455,12.40455,12.40455,13.2304,13.2304,13.2304,13.2304,13.2304,1.85854,1.85854,1.85854,1.85854,1.85854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.15938,15.15938,15.15938,13.25024,13.25024,13.25024,13.44362,13.42385,13.63753,13.42385,13.25024,13.25024,13.46391,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,12.78825,12.78825,12.78825,12.78825,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.57816,12.57816,12.57816,12.57816,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,12.59614,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,4.51779,4.51779,4.51779,4.51779,4.51779
MOTU_10_LS_mac_L891,10.1934,10.1934,10.1934,10.1934,8.05832,10.16402,10.16402,10.16402,10.16402,7.08649,7.08649,7.08649,13.44362,13.44362,13.44362,11.21177,11.21177,12.40455,12.40455,12.40455,12.61464,12.40455,12.40455,12.40455,12.40455,12.40455,13.2304,13.2304,13.2304,13.2304,13.2304,1.85854,1.85854,1.85854,1.85854,1.85854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.15938,15.15938,15.15938,13.25024,13.25024,13.25024,13.44362,13.42385,13.63753,13.42385,13.25024,13.25024,13.46391,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,12.78825,12.78825,12.78825,12.78825,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.57816,12.57816,12.57816,12.57816,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,12.3865,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,10.16402,12.59614,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,12.42313,4.51779,4.51779,4.51779,4.51779,4.51779
MOTU_11_LS_muy_L913,12.78825,12.78825,12.78825,12.78825,15.31183,12.16063,12.16063,12.16063,12.16063,14.59583,14.59583,14.59583,11.92137,11.92137,11.92137,11.95316,11.95316,14.04702,14.04702,14.04702,14.263,14.04702,14.04702,14.04702,14.04702,14.04702,13.38591,13.38591,13.38591,13.38591,13.38591,15.11394,15.11394,15.11394,15.11394,15.11394,15.15938,15.15938,15.15938,15.15938,15.15938,15.15938,15.15938,15.15938,15.15938,0.0,0.0,0.0,14.04702,14.04702,14.04702,14.24246,14.43844,14.43844,14.43844,14.04702,14.04702,14.263,14.04702,14.04702,14.04702,14.04702,14.04702,14.04702,14.04702,13.61783,13.61783,13.61783,13.61783,13.38591,13.38591,13.38591,13.38591,13.38591,13.38591,13.58005,13.58005,13.58005,13.58005,13.38591,13.38591,13.38591,13.38591,13.38591,13.38591,13.38591,13.38591,13.38591,11.74654,11.74654,11.74654,11.74654,11.74654,11.74654,11.74654,11.74654,11.74654,13.85212,14.06764,14.06764,14.06764,14.06764,14.06764,14.06764,14.06764,14.06764,14.06764,14.06764,14.06764,14.06764,14.06764,13.81235,13.81235,13.81235,13.81235,13.81235
MOTU_11_LS_muy_L914,12.78825,12.78825,12.78825,12.78825,15.31183,12.16063,12.16063,12.16063,12.16063,14.59583,14.59583,14.59583,11.92137,11.92137,11.92137,11.95316,11.95316,14.04702,14.04702,14.04702,14.263,14.04702,14.04702,14.04702,14.04702,14.04702,13.38591,13.38591,13.38591,13.38591,13.38591,15.11394,15.11394,15.11394,15.11394,15.11394,15.15938,15.15938,15.15938,15.15938,15.15938,15.15938,15.15938,15.15938,15.15938,0.0,0.0,0.0,14.04702,14.04702,14.04702,14.24246,14.43844,14.43844,14.43844,14.04702,14.04702,14.263,14.04702,14.04702,14.04702,14.04702,14.04702,14.04702,14.04702,13.61783,13.61783,13.61783,13.61783,13.38591,13.38591,13.38591,13.38591,13.38591,13.38591,13.58005,13.58005,13.58005,13.58005,13.38591,13.38591,13.38591,13.38591,13.38591,13.38591,13.38591,13.38591,13.38591,11.74654,11.74654,11.74654,11.74654,11.74654,11.74654,11.74654,11.74654,11.74654,13.85212,14.06764,14.06764,14.06764,14.06764,14.06764,14.06764,14.06764,14.06764,14.06764,14.06764,14.06764,14.06764,14.06764,13.81235,13.81235,13.81235,13.81235,13.81235
MOTU_11_LS_muy_L915,12.78825,12.78825,12.78825,12.78825,15.31183,12.16063,12.16063,12.16063,12.16063,14.59583,14.59583,14.59583,11.92137,11.92137,11.92137,11.95316,11.95316,14.04702,14.04702,14.04702,14.263,14.04702,14.04702,14.04702,14.04702,14.04702,13.38591,13.38591,13.38591,13.38591,13.38591,15.11394,15.11394,15.11394,15.11394,15.11394,15.15938,15.15938,15.15938,15.15938,15.15938,15.15938,15.15938,15.15938,15.15938,0.0,0.0,0.0,14.04702,14.04702,14.04702,14.24246,14.43844,14.43844,14.43844,14.04702,14.04702,14.263,14.04702,14.04702,14.04702,14.04702,14.04702,14.04702,14.04702,13.61783,13.61783,13.61783,13.61783,13.38591,13.38591,13.38591,13.38591,13.38591,13.38591,13.58005,13.58005,13.58005,13.58005,13.38591,13.38591,13.38591,13.38591,13.38591,13.38591,13.38591,13.38591,13.38591,11.74654,11.74654,11.74654,11.74654,11.74654,11.74654,11.74654,11.74654,11.74654,13.85212,14.06764,14.06764,14.06764,14.06764,14.06764,14.06764,14.06764,14.06764,14.06764,14.06764,14.06764,14.06764,14.06764,13.81235,13.81235,13.81235,13.81235,13.81235
MOTU_12_LS_obt_B074,7.09675,7.09675,7.09675,7.09675,13.05739,7.67147,7.67147,7.67147,7.67147,14.02694,14.02694,14.02694,7.50255,7.50255,7.50255,6.90663,6.90663,3.61687,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,7.8894,7.8894,7.8894,7.8894,7.8894,12.75299,12.75299,12.75299,12.75299,12.75299,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,14.04702,14.04702,14.04702,0.0,0.0,0.0,0.16688,0.33417,0.33417,0.33417,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6036,5.41876,5.41876,5.41876,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.86829,4.86829,4.86829,4.86829,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,6.35964,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,13.63753,13.63753,13.63753,13.63753,13.63753
MOTU_12_LS_obt_B075,7.09675,7.09675,7.09675,7.09675,13.05739,7.67147,7.67147,7.67147,7.67147,14.02694,14.02694,14.02694,7.50255,7.50255,7.50255,6.90663,6.90663,3.61687,3.61687,3.61687,3.79576,3.61687,3.61687,3.61687,3.61687,3.61687,7.8894,7.8894,7.8894,7.8894,7.8894,12.75299,12.75299,12.75299,12.75299,12.75299,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,13.25024,14.04702,14.04702,14.04702,0.0,0.0,0.0,0.16688,0.33417,0.33417,0.33417,0.0,0.0,0.16695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6036,5.41876,5.41876,5.41876,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.86829,4.86829,4.86829,4.86829,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,4.69282,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,7.67147,6.35964,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,3.08867,13.63753,13.63753,13.63753,13.63753,13.63753
